,MS SubClass,MS Zoning,Street,Alley,Land Contour,Lot Config,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Foundation,Bsmt Qual,Total Bsmt SF,Heating,Central Air,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Open Porch SF,Misc Feature,Sale Type,House Age,Remod Age,SalePrice
659,20,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5.0,Hip,CompShg,BrkFace,Plywood,None,2,CBlock,3,1148.0,GasA,Y,1148.0,1148.0,1.0,2,6.0,0.0,0,Attchd,1,1.0,672.0,0.0,None,WD ,50.0,50.0,132500.0
660,70,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,8.0,Hip,CompShg,Stucco,Wd Shng,None,2,PConc,3,588.0,GasA,Y,833.0,1666.0,1.0,3,7.0,1.0,4,Detchd,1,1.0,228.0,63.0,None,WD ,83.0,12.0,161000.0
661,60,RL,Pave,None,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,9.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1357.0,GasA,Y,1366.0,1947.0,2.0,3,7.0,1.0,3,BuiltIn,3,3.0,725.0,116.0,None,WD ,7.0,6.0,274000.0
662,20,RL,Pave,None,Lvl,FR2,Sawyer,Feedr,Norm,1Fam,1Story,5.0,Gable,CompShg,HdBoard,HdBoard,None,2,CBlock,3,912.0,GasA,Y,912.0,912.0,1.0,2,5.0,1.0,2,Detchd,1,1.0,336.0,0.0,None,WD ,43.0,43.0,125000.0
663,90,RL,Pave,None,Lvl,Inside,Edwards,Norm,Norm,Duplex,1Story,5.0,Gable,CompShg,Plywood,Plywood,None,2,CBlock,3,1195.0,GasA,N,1195.0,1195.0,2.0,2,8.0,0.0,0,None,0,0.0,0.0,0.0,None,WD ,61.0,57.0,98500.0
664,20,RL,Pave,None,Lvl,Corner,NoRidge,Norm,Norm,1Fam,1Story,8.0,Gable,CompShg,ImStucc,ImStucc,None,3,PConc,4,1624.0,GasA,Y,1624.0,1624.0,2.0,3,5.0,1.0,2,Attchd,2,3.0,757.0,114.0,None,WD ,12.0,11.0,262000.0
665,20,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,2,CBlock,3,914.0,GasA,Y,914.0,914.0,1.0,2,5.0,0.0,0,Attchd,1,2.0,444.0,0.0,None,WD ,30.0,30.0,134900.0
667,70,RL,Pave,None,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2Story,6.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,BrkTil,3,686.0,GasA,Y,686.0,1461.0,1.0,2,6.0,1.0,4,Detchd,1,1.0,225.0,0.0,None,WD ,81.0,16.0,135000.0
668,60,RL,Pave,None,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,6.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,3,PConc,4,930.0,GasA,Y,1364.0,2683.0,2.0,3,9.0,2.0,4,Attchd,2,2.0,473.0,251.0,None,WD ,18.0,17.0,290000.0
669,20,RL,Pave,None,Lvl,Inside,Gilbert,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1246.0,GasA,Y,1258.0,1258.0,2.0,3,6.0,0.0,0,Attchd,2,2.0,462.0,0.0,None,New,0.0,0.0,173500.0
670,20,RL,Pave,None,Bnk,Inside,Edwards,Norm,Norm,1Fam,2Story,5.0,Gable,CompShg,MetalSd,MetalSd,None,2,CBlock,3,896.0,GasA,Y,1112.0,2008.0,3.0,4,8.0,0.0,0,Attchd,1,1.0,230.0,0.0,None,WD ,58.0,4.0,225000.0
671,20,RL,Pave,None,Lvl,CulDSac,NAmes,Norm,Norm,1Fam,1Story,5.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,2,CBlock,3,864.0,GasA,Y,1187.0,1187.0,1.0,2,6.0,1.0,3,Attchd,2,2.0,440.0,0.0,None,CWD,46.0,46.0,140500.0
672,20,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,VinylSd,VinylSd,None,2,PConc,4,990.0,GasA,Y,990.0,990.0,1.0,2,5.0,0.0,0,Attchd,1,1.0,299.0,64.0,None,WD ,13.0,13.0,126000.0
674,20,RL,Pave,None,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,VinylSd,VinylSd,None,2,PConc,4,990.0,GasA,Y,990.0,990.0,1.0,2,5.0,0.0,0,Attchd,1,2.0,576.0,0.0,None,WD ,11.0,11.0,156000.0
675,20,RL,Pave,None,Lvl,CulDSac,NAmes,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,MetalSd,MetalSd,None,2,CBlock,3,1484.0,GasA,Y,1600.0,1600.0,1.0,2,6.0,2.0,4,Attchd,2,1.0,319.0,258.0,None,WD ,49.0,9.0,207500.0
676,60,FV,Pave,None,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,8.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,896.0,GasA,Y,896.0,1792.0,2.0,3,8.0,0.0,0,Attchd,3,2.0,590.0,96.0,None,New,0.0,0.0,255000.0
678,20,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5.0,Hip,CompShg,BrkFace,BrkFace,None,2,CBlock,3,1170.0,GasA,Y,1170.0,1170.0,1.0,2,6.0,1.0,3,Attchd,2,1.0,338.0,0.0,None,WD ,49.0,49.0,140000.0
679,70,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,3.0,Gable,CompShg,MetalSd,MetalSd,None,2,BrkTil,3,738.0,GasA,Y,714.0,1376.0,1.0,2,7.0,0.0,0,Detchd,1,1.0,216.0,0.0,None,WD ,101.0,56.0,96900.0
680,20,RL,Pave,None,Lvl,CulDSac,NAmes,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,Plywood,Plywood,BrkFace,2,CBlock,3,1154.0,GasA,Y,1154.0,1154.0,1.0,2,6.0,1.0,1,Attchd,2,2.0,480.0,58.0,None,WD ,43.0,43.0,154000.0
681,70,RM,Pave,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,8.0,Hip,CompShg,VinylSd,VinylSd,None,3,BrkTil,3,725.0,GasA,N,909.0,1772.0,2.0,3,7.0,0.0,0,Detchd,1,2.0,816.0,0.0,None,WD ,97.0,8.0,184900.0
683,30,RM,Pave,Grvl,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1Story,4.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,BrkTil,3,951.0,GasA,N,951.0,951.0,1.0,2,6.0,0.0,0,Detchd,1,1.0,327.0,28.0,None,WD ,70.0,56.0,106500.0
685,20,RL,Pave,None,Lvl,Corner,Somerst,PosN,PosN,1Fam,1Story,9.0,Hip,CompShg,VinylSd,VinylSd,Stone,4,PConc,5,2458.0,GasA,Y,2490.0,2490.0,2.0,4,9.0,2.0,4,Attchd,3,3.0,795.0,226.0,None,WD ,4.0,3.0,468000.0
686,50,RM,Pave,None,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1.5Fin,6.0,Gable,CompShg,MetalSd,MetalSd,None,2,BrkTil,3,1204.0,GasA,Y,1204.0,1666.0,1.0,2,4.0,0.0,0,Detchd,1,1.0,384.0,0.0,None,WD ,82.0,59.0,135000.0
687,20,RL,Pave,None,Lvl,Inside,SawyerW,RRAe,Norm,1Fam,1Story,6.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,1141.0,GasA,Y,1141.0,1141.0,1.0,2,6.0,0.0,0,Detchd,1,2.0,484.0,0.0,None,WD ,1.0,1.0,142500.0
688,60,RL,Pave,None,Lvl,Inside,NAmes,Feedr,Norm,1Fam,2Story,5.0,Gable,CompShg,MetalSd,MetalSd,None,2,CBlock,3,732.0,GasA,Y,732.0,1464.0,1.0,2,7.0,0.0,0,Attchd,1,2.0,470.0,40.0,None,WD ,40.0,40.0,141000.0
689,190,RL,Pave,None,Lvl,Inside,Edwards,Norm,Norm,2fmCon,2Story,5.0,Gable,CompShg,MetalSd,MetalSd,None,2,CBlock,4,1117.0,GasA,Y,820.0,1347.0,1.0,2,5.0,0.0,0,None,0,0.0,0.0,0.0,None,WD ,98.0,17.0,107500.0
690,190,RL,Pave,None,Lvl,Corner,SWISU,Norm,Norm,2fmCon,1.5Fin,5.0,Gable,CompShg,Plywood,Plywood,None,2,CBlock,3,672.0,GasA,N,778.0,1282.0,1.0,2,4.0,0.0,0,Detchd,1,1.0,240.0,88.0,None,WD ,65.0,28.0,108500.0
691,60,RL,Pave,None,Lvl,Inside,SawyerW,RRAe,Norm,1Fam,2Story,6.0,Gable,CompShg,VinylSd,VinylSd,None,2,PConc,4,636.0,GasA,Y,636.0,1320.0,2.0,3,6.0,0.0,0,Attchd,3,2.0,472.0,40.0,None,WD ,12.0,12.0,150000.0
692,50,C (all),Grvl,None,Bnk,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,3.0,Gable,CompShg,MetalSd,MetalSd,None,2,PConc,2,216.0,GasA,N,576.0,936.0,1.0,2,6.0,0.0,0,None,0,0.0,0.0,0.0,None,WD ,90.0,56.0,78000.0
693,20,RL,Pave,None,Lvl,FR2,Somerst,Feedr,Norm,1Fam,1Story,8.0,Gable,CompShg,VinylSd,VinylSd,Stone,3,PConc,4,1580.0,GasA,Y,1580.0,1580.0,2.0,3,7.0,0.0,0,Attchd,2,3.0,830.0,24.0,None,ConLD,1.0,0.0,235128.0
694,20,RL,Pave,None,Low,CulDSac,ClearCr,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,Plywood,Plywood,Stone,2,CBlock,4,1643.0,GasA,Y,1824.0,1824.0,2.0,3,5.0,2.0,3,Attchd,1,2.0,739.0,48.0,None,WD ,36.0,5.0,302000.0
695,20,RL,Pave,None,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,Plywood,Wd Sdng,None,2,CBlock,3,864.0,GasA,Y,1558.0,1558.0,2.0,2,5.0,0.0,0,Attchd,3,2.0,440.0,0.0,None,WD ,33.0,7.0,163000.0
696,30,RL,Pave,None,Lvl,Inside,Edwards,Feedr,Norm,1Fam,1Story,3.0,Gable,CompShg,VinylSd,VinylSd,None,2,CBlock,0,0.0,GasA,N,640.0,640.0,1.0,2,5.0,0.0,0,Detchd,1,1.0,240.0,0.0,None,ConLD,65.0,3.0,84900.0
698,70,RM,Pave,Pave,Lvl,Corner,OldTown,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,Stucco,Stucco,None,3,PConc,3,910.0,GasA,Y,916.0,1826.0,1.0,4,7.0,1.0,4,Attchd,1,1.0,164.0,0.0,None,WD ,94.0,4.0,155000.0
699,20,RL,Pave,None,Lvl,CulDSac,Timber,Norm,Norm,1Fam,1Story,7.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,2,CBlock,4,1309.0,GasA,Y,1339.0,1339.0,2.0,2,6.0,1.0,3,Attchd,3,2.0,484.0,58.0,None,WD ,16.0,16.0,180000.0
700,190,RM,Pave,None,Lvl,Inside,IDOTRR,Norm,Norm,2fmCon,2Story,4.0,Hip,CompShg,VinylSd,Wd Shng,None,1,Slab,0,0.0,GasA,N,372.0,1092.0,2.0,1,7.0,0.0,0,None,0,0.0,0.0,0.0,Othr,WD ,80.0,60.0,55000.0
701,80,RL,Pave,None,Lvl,Corner,Timber,Norm,Norm,1Fam,SLvl,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,5,868.0,GasA,Y,1146.0,1146.0,2.0,3,6.0,1.0,4,Attchd,3,2.0,438.0,22.0,None,WD ,4.0,4.0,187500.0
702,80,RL,Pave,None,Lvl,Inside,Edwards,Norm,Norm,1Fam,SLvl,6.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,2,CBlock,3,1041.0,GasA,Y,1125.0,1125.0,1.0,2,6.0,1.0,2,Detchd,1,1.0,352.0,0.0,None,WD ,33.0,33.0,125000.0
703,50,RL,Pave,None,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,7.0,Gable,CompShg,BrkFace,BrkFace,None,3,CBlock,4,1017.0,GasA,Y,1020.0,2057.0,1.0,3,6.0,1.0,4,Attchd,3,1.0,180.0,0.0,None,WD ,70.0,19.0,250000.0
704,30,RM,Pave,None,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,5.0,Mansard,CompShg,MetalSd,MetalSd,None,2,BrkTil,3,481.0,GasA,N,899.0,899.0,1.0,2,5.0,0.0,0,Detchd,1,1.0,200.0,0.0,None,WD ,98.0,58.0,78000.0
705,190,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,2fmCon,1.5Fin,4.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,Stone,3,828.0,GasA,Y,828.0,1594.0,2.0,2,9.0,0.0,0,None,0,0.0,0.0,172.0,None,WD ,98.0,12.0,118000.0
707,60,RL,Pave,None,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,8.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,777.0,GasA,Y,1065.0,1911.0,2.0,3,8.0,1.0,3,Attchd,2,2.0,471.0,81.0,None,WD ,13.0,12.0,215000.0
708,30,RM,Pave,None,Low,Inside,IDOTRR,Norm,Norm,1Fam,1Story,4.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,BrkTil,2,432.0,GasA,N,672.0,672.0,1.0,2,4.0,0.0,0,None,0,0.0,0.0,0.0,None,WD ,81.0,56.0,72000.0
710,20,RL,Pave,None,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,6.0,Gable,CompShg,VinylSd,Plywood,Stone,2,CBlock,4,1606.0,GasA,Y,1651.0,1651.0,2.0,2,7.0,1.0,3,Attchd,3,2.0,616.0,0.0,None,WD ,22.0,22.0,184000.0
711,20,RL,Pave,None,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,2,CBlock,3,1041.0,GasA,Y,1041.0,1041.0,1.0,2,6.0,0.0,0,Attchd,2,1.0,270.0,88.0,None,WD ,50.0,50.0,124500.0
712,90,RL,Pave,None,Lvl,Corner,NAmes,Feedr,Norm,Duplex,1Story,5.0,Gable,CompShg,HdBoard,HdBoard,None,2,CBlock,3,1604.0,GasA,Y,1604.0,1604.0,2.0,2,8.0,0.0,0,Attchd,1,2.0,576.0,0.0,None,WD ,52.0,52.0,135000.0
713,50,RM,Pave,None,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,6.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,CBlock,3,981.0,GasA,Y,1014.0,1672.0,1.0,3,6.0,1.0,4,Detchd,1,1.0,240.0,11.0,None,WD ,68.0,19.0,164900.0
714,20,RL,Pave,None,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,7.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,2,CBlock,3,1164.0,GasA,Y,1164.0,1164.0,1.0,2,6.0,0.0,0,Attchd,1,2.0,528.0,0.0,None,COD,37.0,37.0,140000.0
715,20,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5.0,Hip,CompShg,BrkFace,BrkFace,None,2,CBlock,3,1041.0,GasA,Y,1041.0,1041.0,1.0,2,6.0,0.0,0,Attchd,2,1.0,294.0,0.0,None,WD ,51.0,51.0,128000.0
716,85,RL,Pave,None,Lvl,CulDSac,Sawyer,Norm,Norm,1Fam,SFoyer,6.0,Gable,CompShg,HdBoard,HdBoard,BrkCmn,2,CBlock,4,450.0,GasA,Y,1034.0,1034.0,1.0,2,6.0,1.0,1,Basment,3,2.0,504.0,0.0,None,WD ,30.0,30.0,153000.0
717,50,RM,Pave,None,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,6.0,Gambrel,CompShg,MetalSd,MetalSd,None,3,BrkTil,4,796.0,GasA,Y,825.0,1609.0,1.0,2,7.0,0.0,0,Detchd,1,1.0,228.0,182.0,None,WD ,98.0,58.0,127500.0
718,20,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,HdBoard,HdBoard,None,2,CBlock,3,572.0,GasA,Y,1337.0,1337.0,1.0,3,7.0,1.0,4,Attchd,2,1.0,264.0,192.0,None,WD ,58.0,2.0,141500.0
720,20,RL,Pave,None,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,2,PConc,4,1594.0,GasA,Y,1594.0,1594.0,2.0,3,6.0,1.0,3,Attchd,2,2.0,472.0,80.0,None,WD ,14.0,14.0,188500.0
721,20,FV,Pave,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,6.0,Gable,CompShg,VinylSd,VinylSd,Stone,3,PConc,4,1262.0,GasA,Y,1262.0,1262.0,2.0,3,5.0,0.0,0,Attchd,3,2.0,572.0,120.0,None,New,0.0,0.0,185000.0
722,20,RL,Pave,None,Lvl,Inside,SawyerW,RRAe,Norm,1Fam,1Story,6.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,2,PConc,4,1175.0,GasA,Y,1175.0,1175.0,1.0,3,6.0,0.0,0,None,0,0.0,0.0,90.0,None,WD ,3.0,2.0,146000.0
723,70,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,6.0,Gable,CompShg,Stucco,Stucco,None,2,BrkTil,3,624.0,GasA,Y,664.0,1288.0,1.0,4,5.0,1.0,4,Attchd,1,1.0,280.0,103.0,None,WD ,92.0,2.0,119000.0
725,120,FV,Pave,Pave,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,1Story,8.0,Gable,CompShg,MetalSd,MetalSd,None,3,PConc,4,1247.0,GasA,Y,1247.0,1247.0,1.0,3,4.0,1.0,4,Attchd,3,2.0,550.0,84.0,None,WD ,1.0,1.0,197000.0
726,60,RL,Pave,None,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,9.0,Hip,CompShg,VinylSd,VinylSd,Stone,3,PConc,5,1738.0,GasA,Y,1738.0,2589.0,2.0,4,11.0,1.0,4,Attchd,2,3.0,831.0,0.0,None,New,0.0,0.0,412083.0
727,20,RL,Pave,None,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,1Story,8.0,Hip,CompShg,CemntBd,CmentBd,BrkFace,3,PConc,4,1568.0,GasA,Y,1689.0,1689.0,2.0,3,7.0,2.0,4,Attchd,2,3.0,857.0,59.0,None,WD ,6.0,6.0,271000.0
728,120,RL,Pave,None,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,7.0,Gable,CompShg,VinylSd,Wd Shng,Stone,3,PConc,4,1405.0,GasA,Y,1405.0,1405.0,2.0,3,6.0,1.0,4,Attchd,2,2.0,478.0,36.0,None,WD ,4.0,4.0,200000.0
729,80,RL,Pave,None,Lvl,CulDSac,NWAmes,PosN,Norm,1Fam,SLvl,7.0,Gable,CompShg,Plywood,Plywood,Stone,2,CBlock,4,1228.0,GasA,Y,1324.0,1324.0,2.0,3,5.0,1.0,2,Attchd,3,2.0,585.0,36.0,None,WD ,31.0,31.0,174000.0
730,20,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5.0,Hip,CompShg,BrkFace,BrkFace,None,2,CBlock,3,1377.0,GasA,Y,1377.0,1377.0,1.0,2,6.0,2.0,3,Attchd,1,1.0,351.0,0.0,None,WD ,47.0,47.0,156500.0
731,60,RL,Pave,None,Lvl,Corner,Timber,Norm,Norm,1Fam,2Story,6.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,5,872.0,GasA,Y,888.0,1756.0,2.0,2,7.0,0.0,0,Attchd,3,2.0,422.0,122.0,None,WD ,11.0,10.0,204000.0
732,20,RL,Pave,None,Lvl,CulDSac,Sawyer,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,HdBoard,HdBoard,None,2,CBlock,3,1228.0,GasA,Y,1228.0,1228.0,1.0,3,6.0,0.0,0,Attchd,1,1.0,271.0,65.0,None,WD ,42.0,2.0,149350.0
733,20,RL,Pave,None,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,BrkFace,BrkFace,None,2,CBlock,3,1008.0,GasA,Y,1008.0,1008.0,1.0,2,4.0,1.0,4,Attchd,2,1.0,275.0,0.0,None,WD ,52.0,52.0,137000.0
734,60,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1153.0,GasA,Y,1153.0,2031.0,2.0,3,8.0,1.0,3,Attchd,3,2.0,541.0,84.0,None,WD ,10.0,9.0,222500.0
735,60,RL,Pave,None,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6.0,Gable,CompShg,VinylSd,VinylSd,Stone,3,PConc,4,752.0,GasA,Y,752.0,1504.0,2.0,3,6.0,0.0,0,Attchd,3,2.0,440.0,32.0,None,New,0.0,0.0,166000.0
736,30,RM,Pave,Grvl,Lvl,Inside,OldTown,Artery,Norm,1Fam,1Story,5.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,PConc,3,936.0,GasA,Y,936.0,936.0,1.0,2,5.0,1.0,4,None,0,0.0,0.0,0.0,None,WD ,90.0,60.0,109500.0
737,20,RL,Pave,None,Lvl,CulDSac,Edwards,Norm,Norm,1Fam,1Story,4.0,Gable,CompShg,VinylSd,VinylSd,None,2,CBlock,0,0.0,GasA,Y,1383.0,1383.0,1.0,2,6.0,0.0,0,Attchd,1,2.0,498.0,0.0,None,WD ,55.0,55.0,122000.0
738,30,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,MetalSd,MetalSd,None,2,BrkTil,3,967.0,GasA,Y,967.0,967.0,1.0,2,5.0,1.0,4,Detchd,1,1.0,180.0,0.0,None,WD ,87.0,17.0,99900.0
739,20,FV,Pave,None,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,1656.0,GasA,Y,1656.0,1656.0,2.0,3,7.0,0.0,0,Attchd,2,3.0,826.0,146.0,None,WD ,1.0,1.0,249700.0
740,20,RL,Pave,None,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,6.0,Gable,CompShg,HdBoard,HdBoard,None,2,CBlock,3,1092.0,GasA,Y,1152.0,1152.0,1.0,3,6.0,1.0,4,Attchd,1,1.0,300.0,36.0,None,WD ,59.0,5.0,158500.0
741,20,RL,Pave,None,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,6.0,Gable,CompShg,VinylSd,VinylSd,None,2,PConc,3,1142.0,GasA,Y,1142.0,1142.0,1.0,3,5.0,0.0,0,None,0,0.0,0.0,50.0,None,WD ,1.0,1.0,139500.0
742,20,RL,Pave,None,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,6.0,Gable,CompShg,VinylSd,VinylSd,None,3,Wood,4,1381.0,GasA,Y,1403.0,1403.0,2.0,3,5.0,0.0,0,Attchd,1,2.0,470.0,173.0,None,WD ,6.0,6.0,202000.0
743,90,RL,Pave,None,Lvl,Corner,NAmes,Norm,Norm,Duplex,1Story,5.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,2,CBlock,3,1626.0,GasA,Y,1712.0,1712.0,2.0,2,8.0,0.0,0,Attchd,3,2.0,588.0,54.0,None,WD ,47.0,1.0,145000.0
744,90,RL,Pave,None,Lvl,Inside,Sawyer,Feedr,Norm,Duplex,SFoyer,4.0,Gable,CompShg,Plywood,Plywood,None,2,CBlock,4,1198.0,GasA,Y,1258.0,1258.0,0.0,2,6.0,0.0,0,CarPort,1,2.0,400.0,0.0,None,WD ,39.0,39.0,108959.0
745,20,RL,Pave,None,Bnk,Inside,Timber,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,CBlock,3,747.0,GasA,Y,1687.0,1687.0,1.0,2,7.0,2.0,3,Detchd,1,2.0,572.0,0.0,None,WD ,62.0,60.0,160000.0
746,90,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,Duplex,1Story,5.0,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,2,CBlock,3,1560.0,GasA,Y,1560.0,1560.0,2.0,2,8.0,0.0,0,Detchd,1,2.0,484.0,0.0,None,WD ,49.0,49.0,128600.0
747,60,RL,Pave,None,Lvl,CulDSac,NWAmes,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,Plywood,Plywood,BrkFace,2,CBlock,4,793.0,GasA,Y,1142.0,1935.0,2.0,2,7.0,1.0,3,Attchd,2,2.0,550.0,113.0,None,WD ,31.0,31.0,197900.0
748,85,RL,Pave,None,Lvl,Inside,NWAmes,Norm,Norm,1Fam,SFoyer,7.0,Gable,CompShg,VinylSd,Wd Shng,Stone,3,CBlock,5,1047.0,GasA,Y,1083.0,1083.0,1.0,2,5.0,1.0,2,Attchd,2,2.0,596.0,0.0,None,WD ,30.0,30.0,172000.0
749,20,RL,Pave,None,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,HdBoard,HdBoard,None,2,CBlock,4,876.0,GasA,Y,907.0,907.0,1.0,2,5.0,0.0,0,Attchd,2,1.0,308.0,0.0,None,WD ,30.0,30.0,130000.0
750,20,RL,Pave,None,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,6.0,Hip,CompShg,VinylSd,VinylSd,None,3,PConc,5,1666.0,GasA,Y,1675.0,1675.0,2.0,3,6.0,0.0,0,Attchd,2,2.0,435.0,52.0,None,WD ,9.0,8.0,195000.0
752,20,RL,Pave,None,Lvl,Corner,Mitchel,Norm,Norm,1Fam,1Story,8.0,Hip,CompShg,VinylSd,VinylSd,None,3,PConc,5,1491.0,GasA,Y,1491.0,1491.0,2.0,3,7.0,0.0,0,Attchd,2,2.0,490.0,100.0,None,WD ,5.0,5.0,209000.0
754,20,RL,Pave,None,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,5.0,Hip,CompShg,MetalSd,MetalSd,None,2,CBlock,3,631.0,GasA,Y,1112.0,1112.0,1.0,2,5.0,0.0,0,Basment,1,2.0,480.0,0.0,None,WD ,58.0,58.0,126000.0
755,20,RL,Pave,None,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,6.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,2,CBlock,3,1436.0,GasA,Y,1689.0,1689.0,1.0,2,7.0,1.0,4,Attchd,1,2.0,480.0,0.0,None,COD,53.0,53.0,127500.0
756,120,RL,Pave,None,HLS,Inside,StoneBr,PosN,PosN,TwnhsE,1Story,9.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,4,PConc,5,1710.0,GasA,Y,1710.0,1710.0,2.0,4,6.0,1.0,4,Attchd,2,2.0,557.0,48.0,None,WD ,1.0,1.0,334000.0
757,20,RL,Pave,None,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,6.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,2,CBlock,3,1253.0,GasA,Y,1253.0,1253.0,1.0,2,5.0,1.0,2,Attchd,2,1.0,352.0,213.0,None,WD ,48.0,48.0,157000.0
